"level","table","title","description","updated","dimensions"
"px-x-1502040100_125","px-x-1502040100_125.px","Eintritte auf Stufen Lizenziat/Diplom und Bachelor der universitären Hochschulen nach Jahr, Fachbereichsgruppe und Altersklasse","Eintritte auf Stufen Lizenziat/Diplom und Bachelor der universitären Hochschulen nach Jahr, Fachbereichsgruppe und Altersklasse","2022-03-25T08:30:42","Jahr,Fachbereichsgruppe,Altersklasse"
"px-x-1502040200_171","px-x-1502040200_171.px","Studierende an den Fachhochschulen (ohne PH) nach Jahr, Fachbereich, Studienstufe, Staatsangehörigkeit (Kategorie) und Hochschule","Studierende an den Fachhochschulen (ohne PH) nach Jahr, Fachbereich, Studienstufe, Staatsangehörigkeit (Kategorie) und Hochschule","2022-03-25T08:30:42","Jahr,Fachbereich,Studienstufe,Staatsangehörigkeit (Kategorie),Hochschule"
"px-x-1502040100_126","px-x-1502040100_126.px","Eintritte auf Stufen Lizenziat/Diplom und Bachelor der universitären Hochschulen nach Jahr, Zulassungsausweis und Fachbereichsgruppe","Eintritte auf Stufen Lizenziat/Diplom und Bachelor der universitären Hochschulen nach Jahr, Zulassungsausweis und Fachbereichsgruppe","2022-03-25T08:30:44","Jahr,Zulassungsausweis,Fachbereichsgruppe"
"px-x-1502040400_140","px-x-1502040400_140.px","Studierende an den Fachhochschulen und pädagogischen Hochschulen nach Jahr, Wohnkanton vor Studienbeginn und Hochschule, nur Studierende auf Stufen Diplom, Bachelor und Master (ohne Weiterbildung)","Studierende an den Fachhochschulen und pädagogischen Hochschulen nach Jahr, Wohnkanton vor Studienbeginn und Hochschule","2022-03-25T08:30:44","Jahr,Wohnkanton vor Studienbeginn,Hochschule"
"px-x-1502040100_107","px-x-1502040100_107.px","Studierende an den universitären Hochschulen nach Jahr, Fachbereich, Studienstufe, Staatsangehörigkeit (Kategorie) und Hochschule","Studierende an den universitären Hochschulen nach Jahr, Fachbereich, Studienstufe, Staatsangehörigkeit (Kategorie) und Hochschule","2022-03-25T08:30:48","Jahr,Fachbereich,Studienstufe,Staatsangehörigkeit (Kategorie),Hochschule"
"px-x-1502040200_183","px-x-1502040200_183.px","Eintritte auf Stufen Diplom und Bachelor der Fachhochschulen (ohne PH) nach Jahr, Fachrichtung, Geschlecht und Hochschule","Eintritte auf Stufen Diplom und Bachelor der Fachhochschulen (ohne PH) nach Jahr, Fachrichtung, Geschlecht und Hochschule","2022-03-25T08:30:48","Jahr,Fachrichtung,Geschlecht,Hochschule"
"px-x-1502040400_162","px-x-1502040400_162.px","Studierende an den Fachhochschulen und pädagogischen Hochschulen nach Jahr, ISCED Fach, Staatsangehörigkeit (Kategorie) und Studienstufe","Studierende an den Fachhochschulen und pädagogischen Hochschulen nach Jahr, ISCED Fach, Staatsangehörigkeit (Kategorie) und Studienstufe","2022-03-25T08:30:48","Jahr,ISCED Fach,Staatsangehörigkeit (Kategorie),Studienstufe"
"px-x-1502040200_181","px-x-1502040200_181.px","Eintritte auf Stufen Diplom und Bachelor der Fachhochschulen (ohne PH) nach Jahr, Fachbereich, Geschlecht und Hochschule","Eintritte auf Stufen Diplom und Bachelor der Fachhochschulen (ohne PH) nach Jahr, Fachbereich, Geschlecht und Hochschule","2022-03-25T08:30:48","Jahr,Fachbereich,Geschlecht,Hochschule"
"px-x-1502040100_109","px-x-1502040100_109.px","Studierende an den universitären Hochschulen nach Jahr, Wohnkanton vor Studienbeginn und Hochschule","Studierende an den universitären Hochschulen nach Jahr, Wohnkanton vor Studienbeginn und Hochschule","2022-03-25T08:30:48","Jahr,Wohnkanton vor Studienbeginn,Hochschule"
"px-x-1502040100_106","px-x-1502040100_106.px","Studierende an den universitären Hochschulen nach Jahr, Fachbereich, Studienstufe, Geschlecht und Hochschule","Studierende an den universitären Hochschulen nach Jahr, Fachbereich, Studienstufe, Geschlecht und Hochschule","2022-03-25T08:30:50","Jahr,Fachbereich,Studienstufe,Geschlecht,Hochschule"
"px-x-1502040100_110","px-x-1502040100_110.px","Studierende an den universitären Hochschulen nach Jahr, Fachbereichsgruppe und Altersklasse","Studierende an den universitären Hochschulen nach Jahr, Fachbereichsgruppe und Altersklasse","2022-03-25T08:30:50","Jahr,Fachbereichsgruppe,Altersklasse"
"px-x-1502040400_133","px-x-1502040400_133.px","Studierende an den Fachhochschulen und pädagogischen Hochschulen nach Jahr, Fachrichtung, Geschlecht und Hochschule, nur Studierende auf Stufen Diplom, Bachelor und Master (ohne Weiterbildung)","Studierende an den Fachhochschulen und pädagogischen Hochschulen nach Jahr, Fachrichtung, Geschlecht und Hochschule","2022-03-25T08:30:50","Jahr,Fachrichtung,Geschlecht,Hochschule"
"px-x-1502040100_108","px-x-1502040100_108.px","Studierende an den universitären Hochschulen nach Jahr, Fachbereich, Studienstufe, Bildungsherkunft und Hochschule","Studierende an den universitären Hochschulen nach Jahr, Fachbereich, Studienstufe, Bildungsherkunft und Hochschule","2022-03-25T08:30:52","Jahr,Fachbereich,Studienstufe,Bildungsherkunft,Hochschule"
"px-x-1502040300_194","px-x-1502040300_194.px","Studierende an den pädagogischen Hochschulen (ohne FH) nach Jahr, Fachrichtung, Staatsangehörigkeit (Kategorie) und Studienstufe","Studierende an den pädagogischen Hochschulen (ohne FH) nach Jahr, Fachrichtung, Staatsangehörigkeit (Kategorie) und Studienstufe","2022-03-25T08:30:52","Jahr,Fachrichtung,Staatsangehörigkeit (Kategorie),Studienstufe"
"px-x-1502040400_161","px-x-1502040400_161.px","Studierende an den Fachhochschulen und pädagogischen Hochschulen nach Jahr, ISCED Fach, Geschlecht und Studienstufe","Studierende an den Fachhochschulen und pädagogischen Hochschulen nach Jahr, ISCED Fach, Geschlecht und Studienstufe","2022-03-25T08:30:54","Jahr,ISCED Fach,Geschlecht,Studienstufe"
"px-x-1502040100_103","px-x-1502040100_103.px","Studierende an den universitären Hochschulen nach Jahr, Fachrichtung, Geschlecht und Hochschule","Studierende an den universitären Hochschulen nach Jahr, Fachrichtung, Geschlecht und Hochschule","2022-03-25T08:30:54","Jahr,Fachrichtung,Geschlecht,Hochschule"
"px-x-1502040200_166","px-x-1502040200_166.px","Studierende an den Fachhochschulen (ohne PH) nach Jahr, Fachrichtung, Geschlecht und Hochschule, nur Studierende auf Stufen Diplom, Bachelor und Master (ohne Weiterbildung)","Studierende an den Fachhochschulen (ohne PH) nach Jahr, Fachrichtung, Geschlecht und Hochschule","2022-03-25T08:30:54","Jahr,Fachrichtung,Geschlecht,Hochschule"
"px-x-1502040200_169","px-x-1502040200_169.px","Studierende an den Fachhochschulen (ohne PH) nach Jahr, Fachrichtung, Studienstufe und Hochschule","Studierende an den Fachhochschulen (ohne PH) nach Jahr, Fachrichtung, Studienstufe und Hochschule","2022-03-25T08:30:54","Jahr,Fachrichtung,Studienstufe,Hochschule"
"px-x-1502040400_152","px-x-1502040400_152.px","Eintritte auf Stufen Diplom und Bachelor der Fachhochschulen und pädagogischen Hochschulen nach Jahr, Fachbereich, Staatsangehörigkeit (Kategorie) und Hochschule","Eintritte auf Stufen Diplom und Bachelor der Fachhochschulen und pädagogischen Hochschulen nach Jahr, Fachbereich, Staatsangehörigkeit (Kategorie) und Hochschule","2022-03-25T08:30:56","Jahr,Fachbereich,Staatsangehörigkeit (Kategorie),Hochschule"
"px-x-1502040400_154","px-x-1502040400_154.px","Eintritte auf Stufen Diplom und Bachelor der Fachhochschulen und pädagogischen Hochschulen nach Jahr, Fachrichtung, Staatsangehörigkeit (Kategorie) und Hochschule","Eintritte auf Stufen Diplom und Bachelor der Fachhochschulen und pädagogischen Hochschulen nach Jahr, Fachrichtung, Staatsangehörigkeit (Kategorie) und Hochschule nach Jahr, Fachrichtung, Staatsangehörigkeit (Kategorie) und Hochschule","2022-03-25T08:30:56","Jahr,Fachrichtung,Staatsangehörigkeit (Kategorie),Hochschule"
"px-x-1903020100_102p",NA,NA,NA,NA,NA
"px-x-1504000000_173","px-x-1504000000_173.px","Lehrkräfte nach Schuljahr, Kanton, Beschäftigungsgrad und Bildungsstufe (öffentliche Schulen) - in Personen","Lehrkräfte nach Schuljahr, Kanton, Beschäftigungsgrad und Bildungsstufe","2022-03-31T08:30:20","Schuljahr,Kanton,Beschäftigungsgrad,Bildungsstufe"
"px-x-1504000000_172","px-x-1504000000_172.px","Lehrkräfte nach Schuljahr, Kanton, Staatsangehörigkeit (Kategorie) und Bildungsstufe (öffentliche Schulen) - in Personen","Lehrkräfte nach Schuljahr, Kanton, Staatsangehörigkeit (Kategorie) und Bildungsstufe","2022-03-31T08:30:22","Schuljahr,Kanton,Staatsangehörigkeit (Kategorie),Bildungsstufe"
"px-x-1504000000_171","px-x-1504000000_171.px","Lehrkräfte nach Schuljahr, Kanton, Altersklasse und Bildungsstufe (öffentliche Schulen) - in Personen","Lehrkräfte nach Schuljahr, Kanton, Altersklasse und Bildungsstufe","2022-03-31T08:30:22","Schuljahr,Kanton,Altersklasse,Bildungsstufe"
"px-x-1504000000_174","px-x-1504000000_174.px","Lehrkräfte nach Schuljahr, Kanton und Bildungsstufe (öffentliche Schulen) - in Vollzeitäquivalenten","Lehrkräfte nach Schuljahr, Kanton und Bildungsstufe","2022-03-31T08:30:32","Schuljahr,Kanton,Bildungsstufe"
"px-x-1504000000_170","px-x-1504000000_170.px","Lehrkräfte nach Schuljahr, Kanton, Geschlecht und Bildungsstufe (öffentliche Schulen) - in Personen","Lehrkräfte nach Schuljahr, Kanton, Geschlecht und Bildungsstufe","2022-03-31T08:30:42","Schuljahr,Kanton,Geschlecht,Bildungsstufe"
"px-x-0105090000_102","px-x-0105090000_102.px","Auslandschweizer nach Wohnsitzstaat, Bürgerrecht, Geschlecht und Altersklasse","Auslandschweizer nach Jahr, Wohnsitzstaat, Bürgerrecht, Geschlecht und Altersklasse","2022-04-07T08:30:08","Jahr,Wohnsitzstaat,Bürgerrecht,Geschlecht,Altersklasse"
"px-x-0105090000_101","px-x-0105090000_101.px","Auslandschweizer nach Konsularkreis, Bürgerrecht, Geschlecht und Altersklasse","Auslandschweizer nach Jahr, Konsularkreis, Bürgerrecht, Geschlecht und Altersklasse","2022-04-07T08:30:34","Jahr,Konsularkreis,Bürgerrecht,Geschlecht,Altersklasse"
"px-x-1903020100_101","px-x-1903020100_101.px","Polizeilich registrierte Straftaten gemäss Strafgesetzbuch nach Kanton, Ausführungsgrad und Aufklärungsgrad","Polizeilich registrierte Straftaten gemäss Strafgesetzbuch nach Straftat, Kanton, Ausführungsgrad, Aufklärungsgrad und Jahr","2022-04-20T09:04:04","Straftat,Kanton,Ausführungsgrad,Aufklärungsgrad,Jahr"
"px-x-1405000000_104","px-x-1405000000_104.px","Finanzierung des Gesundheitswesens nach Kanton, Verwaltungsebene und Funktion (HRM2)","Finanzierung des Gesundheitswesens nach Masseinheit, Kanton, Verwaltungsebene, Funktion (HRM2) und Jahr","2022-04-26T08:30:30","Masseinheit,Kanton,Verwaltungsebene,Funktion (HRM2),Jahr"
"px-x-1405000000_105","px-x-1405000000_105.px","Nettofinanzbedarf der Kantone und der Gemeinden im Gesundheitswesen","Nettofinanzbedarf der Kantone und der Gemeinden im Gesundheitswesen","2022-04-26T08:30:58","Masseinheit,Grossregion (<<) / Kanton (-),Verwaltungsebene,Funktion (HRM2),Jahr"
"px-x-1405000000_101","px-x-1405000000_101.px","Kosten und Finanzierung des Gesundheitswesens nach Leistungserbringer, Leistung und Finanzierungsregime","Kosten und Finanzierung des Gesundheitswesens nach Leistungserbringer, Leistung, Finanzierungsregime und Jahr","2022-04-26T08:30:58","Leistungserbringer,Leistung,Finanzierungsregime,Jahr"
"px-x-1405000000_102","px-x-1405000000_102.px","Finanzierung des Gesundheitswesens nach Regime und Quelle","Finanzierung des Gesundheitswesens nach Regime und Quelle","2022-04-26T08:31:04","Finanzierungsregime,Finanzierungsquelle,Jahr"
"px-x-1405000000_103","px-x-1405000000_103.px","Gesundheitskosten nach Leistung, Geschlecht und Altersklasse","Gesundheitskosten nach Masseinheit, Leistung, Geschlecht, Altersklasse und Jahr","2022-04-26T08:31:04","Masseinheit,Leistung,Geschlecht,Altersklasse,Jahr"
"px-x-0204000000_108","px-x-0204000000_108.px","Konten der umweltbezogenen Steuern der Haushalte und der Wirtschaft","Konten der umweltbezogenen Steuern der Haushalte und der Wirtschaft","2022-04-28T08:30:38","Masseinheit,Wirtschaft, Haushalte und nicht gebietsansässige Einheiten,Einnahmen aus umweltbezogenen Steuern,Jahr"
"px-x-1502020100_102","px-x-1502020100_102.px","Eintritte nach Beruf/Fachrichtung, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","Eintritte nach Beruf/Fachrichtung, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","2022-04-29T08:30:38","Beruf/Fachrichtung,Lehrbetriebskanton,Ausbildungstyp,Ausbildungsform,Geschlecht,Jahr"
"px-x-1502020100_304","px-x-1502020100_304.px","Prüfungskandidat/innen nach Beruf, Ausbildungstyp, Geschlecht und Jahr","Prüfungskandidat/innen nach Beruf, Ausbildungstyp, Geschlecht und Jahr","2022-04-29T08:30:46","Beruf,Ausbildungstyp,Geschlecht,Jahr"
"px-x-1502020100_103","px-x-1502020100_103.px","Eintritte nach Ausbildungsfeld, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","Eintritte nach Ausbildungsfeld, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","2022-04-29T08:30:48","Ausbildungsfeld,Lehrbetriebskanton,Ausbildungstyp,Ausbildungsform,Geschlecht,Jahr"
"px-x-1502020100_201","px-x-1502020100_201.px","Gesamtbestand der Lernenden nach Beruf, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","Gesamtbestand der Lernenden nach Beruf, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","2022-04-29T08:30:48","Beruf,Lehrbetriebskanton,Ausbildungstyp,Ausbildungsform,Geschlecht,Jahr"
"px-x-1502020100_305","px-x-1502020100_305.px","Prüfungskandidat/innen nach Lehrbetriebskanton, Ausbildungstyp, Geschlecht und Jahr","Prüfungskandidat/innen nach Lehrbetriebskanton, Ausbildungstyp, Geschlecht und Jahr","2022-04-29T08:30:56","Lehrbetriebskanton,Ausbildungstyp,Geschlecht,Jahr"
"px-x-1502020100_202","px-x-1502020100_202.px","Gesamtbestand der Lernenden nach Beruf/Fachrichtung, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","Gesamtbestand der Lernenden nach Beruf/Fachrichtung, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","2022-04-29T08:30:52","Beruf/Fachrichtung,Lehrbetriebskanton,Ausbildungstyp,Ausbildungsform,Geschlecht,Jahr"
"px-x-1502020100_303","px-x-1502020100_303.px","Abschlüsse nach Ausbildungsfeld, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","Abschlüsse nach Ausbildungsfeld, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","2022-04-29T08:30:58","Ausbildungsfeld,Lehrbetriebskanton,Ausbildungstyp,Ausbildungsform,Geschlecht,Jahr"
"px-x-1502020100_101","px-x-1502020100_101.px","Eintritte nach Beruf, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","Eintritte nach Beruf, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","2022-04-29T08:31:00","Beruf,Lehrbetriebskanton,Ausbildungstyp,Ausbildungsform,Geschlecht,Jahr"
"px-x-1502020100_203","px-x-1502020100_203.px","Gesamtbestand der Lernenden nach Ausbildungsfeld, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","Gesamtbestand der Lernenden nach Ausbildungsfeld, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","2022-04-29T08:31:02","Ausbildungsfeld,Lehrbetriebskanton,Ausbildungstyp,Ausbildungsform,Geschlecht,Jahr"
"px-x-1502020100_301","px-x-1502020100_301.px","Abschlüsse nach Beruf, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","Abschlüsse nach Beruf, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","2022-04-29T08:31:04","Beruf,Lehrbetriebskanton,Ausbildungstyp,Ausbildungsform,Geschlecht,Jahr"
"px-x-1502020100_302","px-x-1502020100_302.px","Abschlüsse nach Beruf/Fachrichtung, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","Abschlüsse nach Beruf/Fachrichtung, Lehrbetriebskanton, Ausbildungstyp, Ausbildungsform, Geschlecht und Jahr","2022-04-29T08:31:06","Beruf/Fachrichtung,Lehrbetriebskanton,Ausbildungstyp,Ausbildungsform,Geschlecht,Jahr"
"px-x-0702000000_104","px-x-0702000000_104.px","Beschäftigte, Landwirtschaftliche Betriebe, Landwirtschaftliche Nutzfläche (LN) und Nutztiere auf Klassifizierungsebene 1 nach institutionellen Gliederungen","Beschäftigte, Landwirtschaftliche Betriebe, Landwirtschaftliche Nutzfläche (LN) und Nutztiere auf Klassifizierungsebene 1 nach Beobachtungseinheit, Kanton (-) / Bezirk (>>) / Gemeinde (......), Betriebssystem und Jahr","2022-05-17T08:30:38","Beobachtungseinheit,Kanton (-) / Bezirk (>>) / Gemeinde (......),Betriebssystem,Jahr"
"px-x-0702000000_107","px-x-0702000000_107.px","Landwirtschaftliche Betriebe und Beschäftigte nach Kanton","Landwirtschaftliche Betriebe und Beschäftigte nach Beobachtungseinheit, Kanton, Landwirtschaftliche Produktionszone, Betriebssystem, Betriebsform und Jahr","2022-05-17T08:30:56","Beobachtungseinheit,Kanton,Landwirtschaftliche Produktionszone,Betriebssystem,Betriebsform,Jahr"
"px-x-0702000000_106","px-x-0702000000_106.px","Landwirtschaftliche Betriebe und Landwirtschaftliche Nutzfläche (LN) auf Klassifizierungsebene 3 nach Kanton","Landwirtschaftliche Betriebe und Landwirtschaftliche Nutzfläche (LN) auf Klassifizierungsebene 3 nach Beobachtungseinheit, Kanton, Landwirtschaftliche Produktionszone, Betriebssystem, Betriebsform und Jahr","2022-05-17T08:30:58","Beobachtungseinheit,Kanton,Landwirtschaftliche Produktionszone,Betriebssystem,Betriebsform,Jahr"
"px-x-0702000000_108","px-x-0702000000_108.px","Landwirtschaftliche Betriebe und Nutztiere auf Klassifizierungsebene 3 nach Kanton","Landwirtschaftliche Betriebe und Nutztiere auf Klassifizierungsebene 3 nach Kanton nach Beobachtungseinheit, Kanton, Landwirtschaftliche Produktionszone, Betriebssystem, Betriebsform und Jahr","2022-05-17T08:31:06","Beobachtungseinheit,Kanton,Landwirtschaftliche Produktionszone,Betriebssystem,Betriebsform,Jahr"
"px-x-0702000000_101","px-x-0702000000_101.px","Beschäftigte, Landwirtschaftliche Betriebe, Landwirtschaftliche Nutzfläche (LN) und Nutztiere auf Klassifizierungsebene 1 nach Kanton","Beschäftigte, Landwirtschaftliche Betriebe, Landwirtschaftliche Nutzfläche (LN) und Nutztiere auf Klassifizierungsebene 1 nach Beobachtungseinheit, Kanton, Landwirtschaftliche Produktionszone, Grössenklasse, Betriebssystem, Betriebsform und Jahr","2022-05-17T08:31:12","Beobachtungseinheit,Kanton,Landwirtschaftliche Produktionszone,Grössenklasse,Betriebssystem,Betriebsform,Jahr"
"px-x-0702000000_102","px-x-0702000000_102.px","Beschäftigte, Landwirtschaftliche Betriebe, Landwirtschaftliche Nutzfläche (LN) und Nutztiere auf Klassifizierungsebene 2 nach Kanton","Beschäftigte, Landwirtschaftliche Betriebe, Landwirtschaftliche Nutzfläche (LN) und Nutztiere auf Klassifizierungsebene 2 nach Beobachtungseinheit, Kanton, Landwirtschaftliche Produktionszone, Betriebssystem, Betriebsform und Jahr","2022-05-17T08:31:34","Beobachtungseinheit,Kanton,Landwirtschaftliche Produktionszone,Betriebssystem,Betriebsform,Jahr"
